no_rooms,sqm,yield_on_mortgage_credit_bonds%,price_usd_log,house_age,year,quarter_num,house_type_Farm,house_type_Summerhouse,house_type_Townhouse,house_type_Villa,region_Fyn & islands,region_Jutland,region_Zealand,sales_type_family_sale,sales_type_other_sale,sales_type_regular_sale,"area_Capital, Copenhagen",area_East & mid jutland,area_Fyn & islands,area_North Zealand,area_North jutland,area_Other islands,area_South jutland
5.0,147.0,4.34,12.77280873810987,17.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
5.0,176.0,4.34,13.71844994704891,64.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
4.0,184.0,4.34,11.630717389475995,45.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
7.0,218.0,4.34,14.269766465162304,95.0,2024,2,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
6.0,90.0,4.34,11.407576060361786,75.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
2.0,63.0,4.34,10.627430633893226,125.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
3.0,69.0,4.34,12.199808063950462,37.0,2024,2,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
6.0,189.0,4.34,12.89295272879663,21.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
4.0,80.0,4.34,12.41613500997242,38.0,2024,2,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
2.0,77.0,4.34,13.64561270635336,16.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,100.0,4.34,13.60479076121576,71.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
7.0,159.0,4.34,11.695255355062795,69.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
2.0,54.0,4.34,12.77280873810987,88.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
3.0,46.0,4.34,12.51723073716405,52.0,2024,2,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
4.0,93.0,4.34,11.918397239722838,17.0,2024,2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
3.0,95.0,4.34,11.448397610442436,56.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
4.0,129.0,4.34,11.784866799472464,115.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
4.0,170.0,4.34,12.403902491415781,50.0,2024,2,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
5.0,148.0,4.34,12.946225064894298,19.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
4.0,106.0,4.34,12.793862088206213,94.0,2024,2,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
7.0,280.0,4.34,14.819812533461441,55.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
6.0,123.0,4.34,12.570719231334277,95.0,2024,2,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
3.0,128.0,4.34,12.323860125621126,95.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
3.0,54.0,4.34,12.141539457711714,54.0,2024,2,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
4.0,120.0,4.34,12.059461802890098,56.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
2.0,49.0,4.34,12.403902491415781,70.0,2024,2,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
4.0,156.0,4.34,11.51792295668052,121.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
3.0,120.0,4.34,13.112315061750808,17.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
4.0,89.0,4.34,12.356649805075568,62.0,2024,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False
2.0,54.0,4.34,12.873904582205107,88.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
6.0,177.0,4.34,13.790193775620484,48.0,2024,2,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
5.0,132.0,4.34,12.419169901386761,56.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
2.0,57.0,4.34,12.356649805075568,53.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
3.0,69.0,4.34,13.485965671749984,129.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
2.0,74.0,4.34,12.25486757159303,55.0,2024,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False
4.0,153.0,4.34,13.584210079187253,56.0,2024,2,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
3.0,91.0,4.34,13.75814729961571,47.0,2024,2,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False
5.0,157.0,4.34,13.526829319846021,40.0,2024,2,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
1.0,35.0,4.34,10.839600519357369,54.0,2024,2,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
4.0,109.0,4.34,13.641158361294979,87.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,152.0,4.34,12.353418798413399,55.0,2024,2,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
4.0,129.0,4.34,13.279368835614243,38.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
2.0,75.0,4.34,13.110798764298394,140.0,2024,2,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
6.0,168.0,4.34,13.081543466215237,115.0,2024,2,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
3.0,62.0,4.34,11.532737896139919,72.0,2024,2,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
3.0,148.0,4.34,12.385268489034784,115.0,2024,2,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
4.0,83.0,4.34,12.648354939607298,20.0,2024,2,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
2.0,89.0,4.34,13.758941264676379,134.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
3.0,87.0,4.34,13.341500513745412,3.0,2024,2,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
4.0,142.0,4.34,12.706850963741102,53.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
5.0,376.0,4.34,10.832798156822554,43.0,2024,2,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
5.0,117.0,4.34,13.112315061750808,59.0,2024,2,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
2.0,58.0,4.34,12.729323752253295,87.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
6.0,122.0,4.34,12.466515835145202,34.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
8.0,115.0,4.34,10.989537936492082,71.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
3.0,109.0,4.34,13.163986970558536,87.0,2024,2,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
5.0,133.0,4.34,11.715057818961629,128.0,2024,2,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False
5.0,106.0,4.34,12.009151024608384,21.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
7.0,183.0,4.34,12.965711906537503,80.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
4.0,163.0,4.34,13.200714193096998,55.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
3.0,83.0,4.34,12.388398368982115,127.0,2024,2,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4.0,125.0,4.34,12.307053082633972,69.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
4.0,77.0,4.34,12.793862088206213,88.0,2024,2,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
4.0,110.0,4.34,11.840436238789916,63.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
4.0,115.0,4.34,12.013706813470414,43.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
4.0,111.0,4.34,10.929547069355774,63.0,2024,2,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True
3.0,96.0,4.34,13.443360779737366,65.0,2024,2,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False
5.0,154.0,4.34,14.057869112977338,54.0,2024,2,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
6.0,146.0,4.34,12.180759965737863,99.0,2024,2,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True
5.0,148.0,4.34,12.495007682693725,48.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
5.0,210.0,4.34,13.199326270390594,8.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
4.0,67.0,4.34,11.744045122410057,46.0,2024,2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
3.0,72.0,4.34,12.459072624693945,55.0,2024,2,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
2.0,66.0,4.34,12.286504508242295,68.0,2024,2,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
5.0,184.0,4.34,13.69334405393293,50.0,2024,2,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
3.0,91.0,4.34,13.641158361294979,50.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
6.0,219.0,4.34,13.726680437153236,4.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
3.0,103.0,4.34,13.8924725250259,7.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,125.0,4.34,12.729323752253295,59.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
6.0,210.0,4.34,12.434207718447004,173.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
4.0,119.0,4.34,13.199326270390594,47.0,2024,2,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False
3.0,74.0,4.34,11.893079602677565,62.0,2024,2,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
4.0,88.0,4.34,12.286504508242295,19.0,2024,2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
3.0,107.0,4.34,12.463621488288547,58.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
7.0,184.0,4.34,13.849912950864715,75.0,2024,2,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
5.0,167.0,4.34,13.008636852969834,25.0,2024,2,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
8.0,235.0,4.34,13.061021873689459,56.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
5.0,254.0,4.34,13.199326270390594,16.0,2024,2,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
6.0,141.0,4.34,12.323860125621126,128.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
4.0,112.0,4.34,12.19602736016897,60.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
2.0,45.0,4.34,12.323860125621126,78.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
3.0,104.0,4.34,13.820499094499693,143.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,162.0,4.34,12.965711906537503,23.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
2.0,56.0,4.34,12.141539457711714,62.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
3.0,78.0,4.34,12.39772965771147,59.0,2024,2,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
6.0,159.0,4.34,13.878486296092358,55.0,2024,2,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
5.0,111.0,4.34,13.156766736486944,3.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
3.0,74.0,4.34,11.918397239722838,98.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
5.0,145.0,4.34,12.854486546624395,103.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
5.0,86.0,4.34,12.096542337246863,55.0,2024,2,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
3.0,95.0,4.34,13.015337030575438,9.0,2024,2,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
4.0,120.0,4.34,12.946225064894298,14.0,2024,2,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
6.0,185.0,4.34,13.252076740621852,19.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
5.0,140.0,4.34,13.22672519452875,48.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
4.0,100.0,4.34,12.121336859237145,104.0,2024,2,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
3.0,48.0,4.34,13.01633819646102,66.0,2024,2,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
3.0,132.0,4.34,13.097047620699986,51.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
4.0,104.0,4.34,12.009151024608384,55.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
5.0,178.0,4.34,13.497370652597287,55.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
3.0,70.0,4.34,12.058158312538197,35.0,2024,2,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
4.0,107.0,4.34,11.561725152903833,59.0,2024,2,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
6.0,155.0,4.34,13.10318259672146,10.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
3.0,41.0,4.34,12.356649805075568,65.0,2024,2,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
6.0,176.0,4.34,14.084583805254463,145.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,102.0,4.34,11.320565693461432,119.0,2024,2,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
3.0,89.0,4.34,12.771957314336067,64.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
4.0,58.0,4.34,12.013706813470414,41.0,2024,2,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
6.0,130.0,4.34,11.32961541978256,95.0,2024,2,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
10.0,312.0,4.34,13.364133963315538,20.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
3.0,100.0,4.34,12.727099063830192,53.0,2024,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False
2.0,53.0,4.34,13.000198003314573,93.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
3.0,112.0,4.34,13.025303868415518,6.0,2024,2,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
3.0,72.0,4.34,11.913384731399907,60.0,2024,2,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
3.0,64.0,4.34,11.215206524587721,90.0,2024,2,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False
4.0,159.0,4.34,12.8853769541191,49.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
3.0,107.0,4.34,12.225880174775122,148.0,2024,2,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False
4.0,70.0,4.34,12.289958727201455,53.0,2024,2,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
4.0,66.0,4.34,11.637361873328372,52.0,2024,2,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
6.0,79.0,4.34,11.755879486687116,66.0,2024,2,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
2.0,59.0,4.34,12.955129822091815,94.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,50.0,4.34,12.036179534643145,60.0,2024,2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
4.0,104.0,4.34,11.755879486687116,41.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
5.0,161.0,4.34,13.081543466215237,53.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
6.0,151.0,4.34,13.000198003314573,14.0,2024,2,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
3.0,73.0,4.34,13.377007146164305,140.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,81.0,4.34,12.904209855160254,39.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,83.0,4.34,13.033534349487674,66.0,2024,2,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,138.0,4.34,12.325192564936895,51.0,2024,2,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False
4.0,104.0,4.34,13.089325590507455,20.0,2024,2,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
3.0,130.0,4.34,13.237477967034438,5.0,2024,2,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False
5.0,125.0,4.34,12.948012371209098,60.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
4.0,103.0,4.34,12.289958727201455,35.0,2024,2,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
3.0,81.0,4.34,11.913384731399907,53.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
2.0,83.0,4.34,13.522817283721551,120.0,2024,2,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
2.0,80.0,4.34,13.522817283721551,120.0,2024,2,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
5.0,150.0,4.34,13.293372859926594,51.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
3.0,73.0,4.34,13.101652377662793,123.0,2024,2,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
7.0,191.0,4.34,13.497370652597287,45.0,2024,2,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
3.0,77.0,4.34,13.511700458595241,140.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
6.0,141.0,4.34,12.609037965102189,47.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
2.0,75.0,4.34,13.522817283721551,120.0,2024,2,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
3.0,85.0,4.34,11.630717389475995,60.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
3.0,91.0,4.34,11.86710429621008,73.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
5.0,134.0,4.34,13.279368835614243,58.0,2024,2,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
5.0,125.0,4.34,11.554556731941181,56.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
2.0,43.0,4.34,13.065795142315812,125.0,2024,2,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
3.0,143.0,4.34,12.165255859329688,108.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
5.0,96.0,4.34,11.840436238789916,102.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
6.0,156.0,4.34,12.873904582205107,59.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
4.0,152.0,4.34,13.449868385483184,58.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
4.0,118.0,4.34,12.388398368982115,46.0,2024,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False
4.0,102.0,4.34,11.173964133120124,125.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
7.0,153.0,4.34,12.591338447675579,55.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
2.0,68.0,4.34,12.965711906537503,8.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
5.0,187.0,4.34,12.8853769541191,135.0,2024,2,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
3.0,63.0,4.34,13.065795142315812,125.0,2024,2,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
5.0,128.0,4.34,13.913091793332205,141.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
6.0,170.0,4.34,13.14510481940612,13.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
2.0,65.0,4.34,11.487617913343598,94.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
11.0,230.0,4.34,12.47801017053037,85.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
4.0,136.0,4.34,13.585154811180388,18.0,2024,2,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False
3.0,80.0,4.34,11.8879382384223,37.0,2024,2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
3.0,97.0,4.34,12.873904582205107,66.0,2024,2,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
3.0,130.0,4.34,12.180759965737863,64.0,2024,2,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
4.0,180.0,4.34,11.516429319296906,95.0,2024,2,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True
6.0,212.0,4.34,13.882001234905184,14.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
5.0,130.0,4.34,12.483708170000067,69.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
4.0,189.0,4.34,11.861827276238836,115.0,2024,2,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
4.0,108.0,4.34,12.218500103788143,52.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
4.0,139.0,4.34,11.407576060361786,37.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
3.0,90.0,4.34,12.691968078486322,115.0,2024,2,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False
4.0,165.0,4.34,13.272937956312331,12.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
3.0,54.0,4.34,13.065795142315812,125.0,2024,2,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
3.0,116.0,4.34,11.650519842481769,62.0,2024,2,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True
4.0,180.0,4.34,13.04818063322448,21.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
5.0,144.0,4.34,13.169725856249233,52.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
3.0,68.0,4.34,12.419169901386761,41.0,2024,2,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
3.0,84.0,4.34,12.660331092405906,15.0,2024,2,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
3.0,159.0,4.34,11.967187086434018,51.0,2024,2,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
6.0,150.0,4.34,13.341500513745412,59.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
8.0,242.0,4.34,11.448397610442436,113.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
6.0,80.0,4.34,11.487617913343598,125.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
3.0,103.0,4.34,13.692496237968982,6.0,2024,2,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
8.0,265.0,4.34,14.314011139480597,63.0,2024,2,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
5.0,190.0,4.34,12.47801017053037,118.0,2024,2,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
2.0,59.0,4.34,12.983103608918753,119.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
4.0,70.0,4.34,12.104875672509165,45.0,2024,2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
4.0,141.0,4.34,13.36531112464094,89.0,2024,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
4.0,85.0,4.34,12.307053082633972,11.0,2024,2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
5.0,148.0,4.34,12.403902491415781,50.0,2024,2,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False
2.0,67.0,4.34,11.184435286790631,54.0,2024,2,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
4.0,120.0,4.34,12.19602736016897,50.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
8.0,335.0,4.34,13.12765137128747,132.0,2024,2,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
7.0,256.0,4.34,10.809748150372926,123.0,2024,2,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
7.0,186.0,4.34,14.104442598879876,120.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
3.0,74.0,4.34,12.272567065150636,53.0,2024,2,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
2.0,62.0,4.34,12.47801017053037,36.0,2024,2,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False
3.0,96.0,4.34,13.199326270390594,116.0,2024,2,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
2.0,51.0,4.34,12.689658615749176,92.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
3.0,62.0,4.34,13.304686600863562,89.0,2024,2,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
5.0,120.0,4.34,11.695255355062795,58.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
2.0,92.0,4.34,13.71844994704891,19.0,2024,2,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
6.0,150.0,4.34,11.356283350762888,58.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
6.0,196.0,4.34,12.419169901386761,114.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
13.0,364.0,4.34,12.096542337246863,63.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
5.0,158.0,4.34,12.683861515988351,57.0,2024,2,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
6.0,163.0,4.34,13.932627594114434,114.0,2024,2,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
5.0,201.0,4.34,12.180759965737863,105.0,2024,2,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4.0,78.0,4.34,12.199808063950462,19.0,2024,2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
